Short Codes ,Utility,MRP Poll Sheet,Con,Lab,LD,Green,SNP,PC,Reform,Other,Single Top Progressive
UKPARL.2025.SWW,2,IPSOS MRP (List),33.00%,32.00%,14.00%,5.00%,NA,NA,14.00%,0.00%,Lab
UKPARL.2025.SWW,3,Survation MRP (List),29.89%,30.64%,11.32%,6.53%,NI,NI,19.80%,1.82%,Lab
UKPARL.2025.SWW,4,FocalData MRP (List),29.92%,33.94%,12.17%,4.53%,,,19.23%,,Lab
UKPARL.2025.SWW,5,AVERAGE,30.70%,31.65%,12.12%,6.26%,0.00%,0.00%,18.26%,0.61%,TRUE
UKPARL.2025.SXW,1,YOUGOV MRPs (List),36.00%,17.00%,25.00%,4.00%,0.00%,0.00%,17.00%,0.00%,LD
UKPARL.2025.SXW,2,IPSOS MRP (List),35.00%,26.00%,15.00%,6.00%,NA,NA,18.00%,0.00%,Lab
UKPARL.2025.SXW,3,Survation MRP (List),26.28%,26.59%,20.37%,11.34%,NI,NI,14.57%,0.85%,Lab
UKPARL.2025.SXW,4,FocalData MRP (List),33.48%,21.42%,15.78%,8.69%,,,20.42%,,Lab
UKPARL.2025.SXW,5,AVERAGE,32.69%,22.75%,19.04%,7.51%,0.00%,0.00%,17.50%,0.28%,FALSE
UKPARL.2025.TAM,1,YOUGOV MRPs (List),37.00%,31.00%,8.00%,6.00%,0.00%,0.00%,18.00%,1.00%,Lab
UKPARL.2025.TAM,2,IPSOS MRP (List),34.00%,28.00%,14.00%,6.00%,NA,NA,16.00%,0.00%,Lab
UKPARL.2025.TAM,3,Survation MRP (List),32.35%,28.88%,13.03%,7.85%,NI,NI,16.93%,0.97%,Lab
UKPARL.2025.TAM,4,FocalData MRP (List),34.26%,29.32%,9.68%,5.91%,,,20.48%,,Lab
UKPARL.2025.TAM,5,AVERAGE,34.40%,29.30%,11.18%,6.44%,0.00%,0.00%,17.85%,0.66%,TRUE
UKPARL.2025.TAT,1,YOUGOV MRPs (List),36.00%,35.00%,12.00%,5.00%,0.00%,0.00%,11.00%,0.00%,Lab
UKPARL.2025.TAT,2,IPSOS MRP (List),33.00%,42.00%,10.00%,4.00%,NA,NA,10.00%,NA,Lab
UKPARL.2025.TAT,3,Survation MRP (List),29.90%,34.13%,8.05%,10.00%,NI,NI,17.93%,NI,Lab
UKPARL.2025.TAT,4,FocalData MRP (List),29.63%,37.65%,12.68%,5.74%,,,14.29%,,Lab
UKPARL.2025.TAT,5,AVERAGE,32.13%,37.20%,10.68%,6.18%,0.00%,0.00%,13.31%,0.00%,TRUE
UKPARL.2025.TAV,1,YOUGOV MRPs (List),30.00%,17.00%,24.00%,5.00%,0.00%,0.00%,23.00%,1.00%,LD
UKPARL.2025.TAV,2,IPSOS MRP (List),34.00%,32.00%,17.00%,3.00%,NA,NA,13.00%,0.00%,Lab
UKPARL.2025.TAV,3,Survation MRP (List),27.05%,35.74%,15.48%,7.16%,NI,NI,13.88%,0.69%,Lab
UKPARL.2025.TAV,4,FocalData MRP (List),33.14%,28.43%,16.24%,4.60%,,,17.05%,,Lab
UKPARL.2025.TAV,5,AVERAGE,31.05%,28.29%,18.18%,4.94%,0.00%,0.00%,16.73%,0.56%,FALSE
UKPARL.2025.TAW,1,YOUGOV MRPs (List),23.00%,8.00%,48.00%,3.00%,0.00%,0.00%,17.00%,1.00%,LD
UKPARL.2025.TAW,2,IPSOS MRP (List),31.00%,19.00%,35.00%,3.00%,NA,NA,10.00%,0.00%,LD
UKPARL.2025.TAW,3,Survation MRP (List),24.12%,15.99%,46.14%,0.43%,NI,NI,12.43%,0.90%,LD
UKPARL.2025.TAW,4,FocalData MRP (List),29.09%,11.42%,39.77%,3.32%,,,16.09%,,LD
UKPARL.2025.TAW,5,AVERAGE,26.80%,13.60%,42.23%,2.44%,0.00%,0.00%,13.88%,0.63%,TRUE
UKPARL.2025.TAY,1,YOUGOV MRPs (List),31.00%,12.00%,39.00%,3.00%,0.00%,0.00%,15.00%,0.00%,LD
UKPARL.2025.TAY,2,IPSOS MRP (List),36.00%,16.00%,33.00%,3.00%,NA,NA,11.00%,NA,LD
UKPARL.2025.TAY,3,Survation MRP (List),26.70%,21.46%,36.92%,0.59%,NI,NI,14.33%,NI,LD
UKPARL.2025.TAY,4,FocalData MRP (List),31.82%,9.58%,36.72%,3.50%,,,18.36%,,LD
UKPARL.2025.TAY,5,AVERAGE,31.38%,14.76%,36.41%,2.52%,0.00%,0.00%,14.67%,0.00%,TRUE
UKPARL.2025.TEW,1,YOUGOV MRPs (List),32.00%,15.00%,30.00%,6.00%,0.00%,0.00%,17.00%,1.00%,LD
UKPARL.2025.TEW,2,IPSOS MRP (List),33.00%,25.00%,23.00%,5.00%,NA,NA,12.00%,0.00%,Lab
UKPARL.2025.TEW,3,Survation MRP (List),27.65%,23.74%,23.59%,14.07%,NI,NI,9.40%,1.56%,Lab
UKPARL.2025.TEW,4,FocalData MRP (List),33.69%,23.24%,20.32%,5.90%,,,16.59%,,Lab
UKPARL.2025.TEW,5,AVERAGE,31.58%,21.75%,24.23%,7.74%,0.00%,0.00%,13.75%,0.85%,FALSE
UKPARL.2025.TFD,1,YOUGOV MRPs (List),26.00%,44.00%,5.00%,4.00%,0.00%,0.00%,22.00%,0.00%,Lab
UKPARL.2025.TFD,2,IPSOS MRP (List),26.00%,45.00%,2.00%,2.00%,NA,NA,23.00%,NA,Lab
UKPARL.2025.TFD,3,Survation MRP (List),30.01%,45.80%,6.66%,0.43%,NI,NI,17.10%,NI,Lab
UKPARL.2025.TFD,4,FocalData MRP (List),28.61%,43.82%,4.67%,3.26%,,,19.64%,,Lab
UKPARL.2025.TFD,5,AVERAGE,27.66%,44.65%,4.58%,2.42%,0.00%,0.00%,20.44%,0.00%,TRUE
UKPARL.2025.THK,1,YOUGOV MRPs (List),27.00%,47.00%,4.00%,4.00%,0.00%,0.00%,19.00%,0.00%,Lab
UKPARL.2025.THK,2,IPSOS MRP (List),28.00%,48.00%,4.00%,4.00%,NA,NA,14.00%,1.00%,Lab
UKPARL.2025.THK,3,Survation MRP (List),30.78%,39.82%,3.38%,5.93%,NI,NI,14.91%,5.17%,Lab
UKPARL.2025.THK,4,FocalData MRP (List),27.36%,43.54%,5.48%,4.28%,,,19.00%,,Lab
UKPARL.2025.THK,5,AVERAGE,28.28%,44.59%,4.22%,4.55%,0.00%,0.00%,16.73%,2.06%,TRUE
UKPARL.2025.TIP,1,YOUGOV MRPs (List),20.00%,37.00%,4.00%,6.00%,0.00%,0.00%,27.00%,7.00%,Lab
UKPARL.2025.TIP,2,IPSOS MRP (List),28.00%,47.00%,3.00%,3.00%,NA,NA,17.00%,1.00%,Lab
UKPARL.2025.TIP,3,Survation MRP (List),21.93%,53.55%,1.81%,3.17%,NI,NI,17.24%,2.30%,Lab
UKPARL.2025.TIP,4,FocalData MRP (List),23.40%,45.49%,3.99%,4.55%,,,22.16%,,Lab
UKPARL.2025.TIP,5,AVERAGE,23.33%,45.76%,3.20%,4.18%,0.00%,0.00%,20.85%,3.43%,TRUE
UKPARL.2025.TIV,1,YOUGOV MRPs (List),30.00%,12.00%,35.00%,4.00%,0.00%,0.00%,19.00%,0.00%,LD
UKPARL.2025.TIV,2,IPSOS MRP (List),29.00%,16.00%,38.00%,3.00%,NA,NA,12.00%,NA,LD
UKPARL.2025.TIV,3,Survation MRP (List),28.71%,21.94%,30.31%,8.96%,NI,NI,10.08%,NI,LD
UKPARL.2025.TIV,4,FocalData MRP (List),33.87%,15.98%,23.16%,6.41%,,,20.58%,,LD
UKPARL.2025.TIV,5,AVERAGE,30.39%,16.48%,31.62%,5.59%,0.00%,0.00%,15.42%,0.00%,TRUE
UKPARL.2025.TMW,1,YOUGOV MRPs (List),32.00%,32.00%,5.00%,4.00%,0.00%,0.00%,26.00%,1.00%,Lab
UKPARL.2025.TMW,2,IPSOS MRP (List),37.00%,38.00%,3.00%,3.00%,NA,NA,18.00%,0.00%,Lab
UKPARL.2025.TMW,3,Survation MRP (List),36.68%,37.84%,4.45%,3.59%,NI,NI,16.03%,1.41%,Lab
UKPARL.2025.TMW,4,FocalData MRP (List),33.42%,34.35%,5.14%,3.71%,,,23.17%,,Lab
UKPARL.2025.TMW,5,AVERAGE,34.78%,35.55%,4.40%,3.57%,0.00%,0.00%,20.80%,0.80%,TRUE
UKPARL.2025.TNW,1,YOUGOV MRPs (List),31.00%,14.00%,40.00%,3.00%,0.00%,0.00%,12.00%,1.00%,LD
UKPARL.2025.TNW,2,IPSOS MRP (List),34.00%,28.00%,22.00%,3.00%,NA,NA,11.00%,0.00%,Lab
UKPARL.2025.TNW,3,Survation MRP (List),30.21%,24.38%,28.75%,0.45%,NI,NI,15.21%,0.99%,LD
UKPARL.2025.TNW,4,FocalData MRP (List),30.60%,19.98%,32.41%,3.55%,,,13.23%,,LD
UKPARL.2025.TNW,5,AVERAGE,31.45%,21.59%,30.79%,2.50%,0.00%,0.00%,12.86%,0.66%,FALSE
UKPARL.2025.TON,1,YOUGOV MRPs (List),40.00%,27.00%,9.00%,8.00%,0.00%,0.00%,16.00%,1.00%,Lab
UKPARL.2025.TON,2,IPSOS MRP (List),33.00%,34.00%,10.00%,7.00%,NA,NA,16.00%,0.00%,Lab
UKPARL.2025.TON,3,Survation MRP (List),34.90%,26.47%,13.79%,13.05%,NI,NI,10.50%,1.28%,Lab
UKPARL.2025.TON,4,FocalData MRP (List),36.97%,27.63%,8.03%,9.44%,,,17.48%,,Lab
UKPARL.2025.TON,5,AVERAGE,36.22%,28.78%,10.21%,9.37%,0.00%,0.00%,14.99%,0.76%,TRUE
UKPARL.2025.TOO,1,YOUGOV MRPs (List),12.00%,61.00%,8.00%,10.00%,0.00%,0.00%,8.00%,1.00%,Lab
UKPARL.2025.TOO,2,IPSOS MRP (List),13.00%,65.00%,7.00%,7.00%,NA,NA,5.00%,2.00%,Lab
UKPARL.2025.TOO,3,Survation MRP (List),22.63%,60.68%,4.71%,5.16%,NI,NI,3.99%,2.83%,Lab
UKPARL.2025.TOO,4,FocalData MRP (List),15.92%,63.17%,7.76%,6.21%,,,6.47%,,Lab
UKPARL.2025.TOO,5,AVERAGE,15.89%,62.46%,6.87%,7.09%,0.00%,0.00%,5.86%,1.94%,TRUE
UKPARL.2025.TOR,1,YOUGOV MRPs (List),10.00%,45.00%,7.00%,5.00%,0.00%,9.00%,21.00%,3.00%,Lab
UKPARL.2025.TOR,2,IPSOS MRP (List),18.00%,48.00%,3.00%,4.00%,NA,10.00%,15.00%,1.00%,Lab
UKPARL.2025.TOR,3,Survation MRP (List),18.24%,40.55%,7.70%,15.19%,NI,3.77%,11.61%,2.94%,Lab
UKPARL.2025.TOR,4,FocalData MRP (List),15.22%,48.57%,5.70%,5.05%,,2.47%,22.73%,,Lab
UKPARL.2025.TOR,5,AVERAGE,15.36%,45.53%,5.85%,7.31%,0.00%,6.31%,17.58%,2.31%,TRUE
UKPARL.2025.TOT,1,YOUGOV MRPs (List),7.00%,60.00%,6.00%,14.00%,0.00%,0.00%,5.00%,7.00%,Lab
UKPARL.2025.TOT,2,IPSOS MRP (List),7.00%,69.00%,4.00%,12.00%,NA,NA,4.00%,3.00%,Lab
UKPARL.2025.TOT,3,Survation MRP (List),7.85%,65.81%,10.95%,8.13%,NI,NI,3.95%,3.32%,Lab
UKPARL.2025.TOT,4,FocalData MRP (List),5.99%,72.77%,7.09%,6.66%,,,6.78%,,Lab
UKPARL.2025.TOT,5,AVERAGE,6.96%,66.90%,7.01%,10.20%,0.00%,0.00%,4.93%,4.44%,TRUE
UKPARL.2025.TRB,1,YOUGOV MRPs (List),26.00%,10.00%,42.00%,3.00%,0.00%,0.00%,18.00%,1.00%,LD
UKPARL.2025.TRB,2,IPSOS MRP (List),34.00%,21.00%,29.00%,4.00%,NA,NA,10.00%,0.00%,LD
UKPARL.2025.TRB,3,Survation MRP (List),26.04%,25.18%,28.26%,4.18%,NI,NI,15.53%,0.81%,LD
UKPARL.2025.TRB,4,FocalData MRP (List),33.36%,11.08%,25.91%,4.32%,,,25.06%,,LD
UKPARL.2025.TRB,5,AVERAGE,29.85%,16.81%,31.29%,3.87%,0.00%,0.00%,17.15%,0.60%,TRUE
UKPARL.2025.TRF,1,YOUGOV MRPs (List),25.00%,48.00%,8.00%,6.00%,0.00%,0.00%,13.00%,0.00%,Lab
UKPARL.2025.TRF,2,IPSOS MRP (List),26.00%,52.00%,7.00%,5.00%,NA,NA,9.00%,0.00%,Lab
UKPARL.2025.TRF,3,Survation MRP (List),25.68%,46.68%,12.54%,6.51%,NI,NI,7.66%,0.93%,Lab
UKPARL.2025.TRF,4,FocalData MRP (List),24.34%,47.96%,8.08%,6.34%,,,13.01%,,Lab
UKPARL.2025.TRF,5,AVERAGE,25.26%,48.66%,8.91%,5.96%,0.00%,0.00%,10.67%,0.31%,TRUE
UKPARL.2025.TWI,1,YOUGOV MRPs (List),13.00%,8.00%,63.00%,4.00%,0.00%,0.00%,8.00%,3.00%,LD
UKPARL.2025.TWI,2,IPSOS MRP (List),18.00%,22.00%,47.00%,3.00%,NA,NA,8.00%,1.00%,LD
UKPARL.2025.TWI,3,Survation MRP (List),19.09%,17.30%,51.14%,1.45%,NI,NI,8.58%,2.44%,LD
UKPARL.2025.TWI,4,FocalData MRP (List),18.88%,13.21%,54.42%,4.35%,,,8.88%,,LD
UKPARL.2025.TWI,5,AVERAGE,17.24%,15.13%,53.89%,3.20%,0.00%,0.00%,8.36%,2.15%,TRUE
UKPARL.2025.TYN,1,YOUGOV MRPs (List),18.00%,53.00%,5.00%,9.00%,0.00%,0.00%,14.00%,0.00%,Lab
UKPARL.2025.TYN,2,IPSOS MRP (List),19.00%,61.00%,3.00%,5.00%,NA,NA,11.00%,0.00%,Lab
UKPARL.2025.TYN,3,Survation MRP (List),23.64%,48.84%,3.54%,8.28%,NI,NI,14.31%,1.39%,Lab
UKPARL.2025.TYN,4,FocalData MRP (List),20.95%,52.79%,5.00%,5.18%,,,15.79%,,Lab
UKPARL.2025.TYN,5,AVERAGE,20.40%,53.91%,4.13%,6.86%,0.00%,0.00%,13.77%,0.46%,TRUE
UKPARL.2025.UXB,1,YOUGOV MRPs (List),34.00%,44.00%,5.00%,7.00%,0.00%,0.00%,10.00%,1.00%,Lab
UKPARL.2025.UXB,2,IPSOS MRP (List),30.00%,49.00%,5.00%,4.00%,NA,NA,10.00%,1.00%,Lab
UKPARL.2025.UXB,3,Survation MRP (List),33.63%,40.01%,4.90%,4.82%,NI,NI,13.39%,3.24%,Lab
UKPARL.2025.UXB,4,FocalData MRP (List),24.94%,48.82%,5.56%,4.30%,,,16.03%,,Lab
UKPARL.2025.UXB,5,AVERAGE,30.64%,45.46%,5.11%,5.03%,0.00%,0.00%,12.35%,1.75%,TRUE
UKPARL.2025.VCG,1,YOUGOV MRPs (List),3.00%,60.00%,9.00%,19.00%,0.00%,0.00%,6.00%,2.00%,Lab
UKPARL.2025.VCG,2,IPSOS MRP (List),9.00%,57.00%,10.00%,16.00%,NA,NA,5.00%,3.00%,Lab
UKPARL.2025.VCG,3,Survation MRP (List),13.85%,45.26%,11.41%,20.74%,NI,NI,5.27%,3.46%,Lab
UKPARL.2025.VCG,4,FocalData MRP (List),9.22%,64.08%,11.99%,7.28%,,,6.69%,,Lab
UKPARL.2025.VCG,5,AVERAGE,8.77%,56.58%,10.60%,15.75%,0.00%,0.00%,5.74%,2.82%,TRUE
UKPARL.2025.VOG,1,YOUGOV MRPs (List),26.00%,44.00%,4.00%,7.00%,0.00%,5.00%,14.00%,0.00%,Lab
UKPARL.2025.VOG,2,IPSOS MRP (List),25.00%,53.00%,2.00%,5.00%,NA,3.00%,11.00%,0.00%,Lab
UKPARL.2025.VOG,3,Survation MRP (List),31.24%,51.23%,0.56%,11.60%,NI,1.85%,2.69%,0.84%,Lab
UKPARL.2025.VOG,4,FocalData MRP (List),22.43%,50.32%,2.80%,5.99%,,2.06%,16.10%,,Lab
UKPARL.2025.VOG,5,AVERAGE,26.17%,49.64%,2.34%,7.40%,0.00%,2.98%,10.95%,0.28%,TRUE
UKPARL.2025.WAB,1,YOUGOV MRPs (List),22.00%,42.00%,5.00%,7.00%,0.00%,0.00%,23.00%,1.00%,Lab
UKPARL.2025.WAB,2,IPSOS MRP (List),27.00%,54.00%,3.00%,3.00%,NA,NA,11.00%,1.00%,Lab
UKPARL.2025.WAB,3,Survation MRP (List),31.12%,44.75%,1.87%,2.87%,NI,NI,16.67%,2.72%,Lab
UKPARL.2025.WAB,4,FocalData MRP (List),26.00%,46.72%,4.52%,5.04%,,,17.23%,,Lab
UKPARL.2025.WAB,5,AVERAGE,26.53%,46.87%,3.60%,4.48%,0.00%,0.00%,16.97%,1.57%,TRUE
UKPARL.2025.WAE,1,YOUGOV MRPs (List),45.00%,27.00%,6.00%,6.00%,0.00%,0.00%,16.00%,1.00%,Lab
UKPARL.2025.WAE,2,IPSOS MRP (List),38.00%,34.00%,7.00%,4.00%,NA,NA,15.00%,0.00%,Lab
UKPARL.2025.WAE,3,Survation MRP (List),38.86%,36.34%,6.79%,16.60%,NI,NI,0.41%,1.00%,Lab
UKPARL.2025.WAE,4,FocalData MRP (List),42.00%,29.14%,6.15%,4.14%,,,18.20%,,Lab
UKPARL.2025.WAE,5,AVERAGE,40.97%,31.62%,6.49%,7.68%,0.00%,0.00%,12.40%,0.67%,TRUE
UKPARL.2025.WAH,1,YOUGOV MRPs (List),8.00%,70.00%,3.00%,7.00%,0.00%,0.00%,10.00%,1.00%,Lab
UKPARL.2025.WAH,2,IPSOS MRP (List),11.00%,64.00%,5.00%,6.00%,NA,NA,12.00%,1.00%,Lab
UKPARL.2025.WAH,3,Survation MRP (List),10.03%,66.00%,4.25%,6.80%,NI,NI,10.41%,2.51%,Lab
UKPARL.2025.WAH,4,FocalData MRP (List),6.86%,68.43%,3.59%,4.70%,,,16.15%,,Lab
UKPARL.2025.WAH,5,AVERAGE,8.97%,67.11%,3.96%,6.13%,0.00%,0.00%,12.14%,1.50%,TRUE
UKPARL.2025.WAK,1,YOUGOV MRPs (List),32.00%,13.00%,6.00%,1.00%,36.00%,0.00%,11.00%,1.00%,SNP
UKPARL.2025.WAK,2,IPSOS MRP (List),28.00%,19.00%,13.00%,2.00%,31.00%,NA,4.00%,1.00%,SNP
UKPARL.2025.WAK,3,Survation MRP (List),27.89%,12.58%,8.77%,1.08%,40.64%,NI,7.83%,1.22%,SNP
UKPARL.2025.WAK,4,FocalData MRP (List),26.70%,13.45%,11.05%,3.04%,32.19%,,13.29%,,SNP
UKPARL.2025.WAK,5,AVERAGE,28.65%,14.51%,9.70%,1.78%,34.96%,0.00%,9.03%,1.07%,TRUE
UKPARL.2025.WAL,1,YOUGOV MRPs (List),20.00%,6.00%,57.00%,2.00%,0.00%,0.00%,14.00%,1.00%,LD
UKPARL.2025.WAL,2,IPSOS MRP (List),26.00%,12.00%,48.00%,2.00%,NA,NA,9.00%,0.00%,LD
UKPARL.2025.WAL,3,Survation MRP (List),24.54%,20.01%,35.50%,5.70%,NI,NI,13.38%,0.86%,LD
UKPARL.2025.WAL,4,FocalData MRP (List),26.54%,5.49%,49.47%,3.36%,,,14.95%,,LD
UKPARL.2025.WAL,5,AVERAGE,24.27%,10.87%,47.49%,3.26%,0.00%,0.00%,12.83%,0.62%,TRUE
UKPARL.2025.WAN,1,YOUGOV MRPs (List),13.00%,47.00%,6.00%,8.00%,0.00%,0.00%,24.00%,2.00%,Lab
UKPARL.2025.WAN,2,IPSOS MRP (List),21.00%,51.00%,9.00%,5.00%,NA,NA,12.00%,1.00%,Lab
UKPARL.2025.WAN,3,Survation MRP (List),17.88%,50.54%,5.85%,9.75%,NI,NI,14.39%,1.58%,Lab
UKPARL.2025.WAN,4,FocalData MRP (List),18.21%,53.27%,5.78%,4.18%,,,18.35%,,Lab
UKPARL.2025.WAN,5,AVERAGE,17.52%,50.45%,6.66%,6.73%,0.00%,0.00%,17.19%,1.53%,TRUE
UKPARL.2025.WAS,1,YOUGOV MRPs (List),20.00%,49.00%,8.00%,5.00%,0.00%,0.00%,18.00%,1.00%,Lab
UKPARL.2025.WAS,2,IPSOS MRP (List),23.00%,52.00%,6.00%,3.00%,NA,NA,13.00%,1.00%,Lab
UKPARL.2025.WAS,3,Survation MRP (List),26.22%,59.87%,3.39%,0.01%,NI,NI,8.71%,1.80%,Lab
UKPARL.2025.WAS,4,FocalData MRP (List),21.62%,54.64%,5.83%,3.45%,,,14.19%,,Lab
UKPARL.2025.WAS,5,AVERAGE,22.71%,53.88%,5.80%,2.87%,0.00%,0.00%,13.48%,1.27%,TRUE
UKPARL.2025.WAT,1,YOUGOV MRPs (List),21.00%,48.00%,12.00%,5.00%,0.00%,0.00%,14.00%,0.00%,Lab
UKPARL.2025.WAT,2,IPSOS MRP (List),24.00%,50.00%,12.00%,5.00%,NA,NA,7.00%,1.00%,Lab
UKPARL.2025.WAT,3,Survation MRP (List),29.72%,38.11%,14.95%,3.18%,NI,NI,9.66%,4.38%,Lab
UKPARL.2025.WAT,4,FocalData MRP (List),21.26%,50.67%,10.74%,4.58%,,,12.38%,,Lab
UKPARL.2025.WAT,5,AVERAGE,24.00%,46.70%,12.42%,4.44%,0.00%,0.00%,10.76%,1.79%,TRUE
UKPARL.2025.WAV,1,YOUGOV MRPs (List),31.00%,21.00%,5.00%,21.00%,0.00%,0.00%,23.00%,0.00%,Lab
UKPARL.2025.WAV,2,IPSOS MRP (List),23.00%,10.00%,4.00%,33.00%,NA,NA,28.00%,1.00%,Green
UKPARL.2025.WAV,3,Survation MRP (List),25.39%,30.10%,5.76%,14.34%,NI,NI,22.65%,1.76%,Lab
UKPARL.2025.WAV,4,FocalData MRP (List),33.44%,20.99%,8.23%,12.27%,,,24.81%,,Lab
UKPARL.2025.WAV,5,AVERAGE,28.21%,20.52%,5.75%,20.15%,0.00%,0.00%,24.61%,0.92%,FALSE
UKPARL.2025.WAW,1,YOUGOV MRPs (List),21.00%,49.00%,4.00%,6.00%,0.00%,0.00%,20.00%,0.00%,Lab
UKPARL.2025.WAW,2,IPSOS MRP (List),22.00%,54.00%,2.00%,3.00%,NA,NA,17.00%,NA,Lab
UKPARL.2025.WAW,3,Survation MRP (List),26.33%,53.20%,2.37%,2.37%,NI,NI,15.73%,NI,Lab
UKPARL.2025.WAW,4,FocalData MRP (List),23.56%,50.75%,3.71%,3.90%,,,18.08%,,Lab
UKPARL.2025.WAW,5,AVERAGE,23.22%,51.74%,3.02%,3.82%,0.00%,0.00%,17.70%,0.00%,TRUE
UKPARL.2025.WBR,1,YOUGOV MRPs (List),26.00%,40.00%,5.00%,5.00%,0.00%,0.00%,24.00%,0.00%,Lab
UKPARL.2025.WBR,2,IPSOS MRP (List),30.00%,43.00%,3.00%,5.00%,NA,NA,19.00%,1.00%,Lab
UKPARL.2025.WBR,3,Survation MRP (List),31.31%,39.81%,5.19%,6.41%,NI,NI,15.49%,1.79%,Lab
UKPARL.2025.WBR,4,FocalData MRP (List),31.52%,37.20%,5.41%,5.04%,,,20.65%,,Lab
UKPARL.2025.WBR,5,AVERAGE,29.71%,40.00%,4.65%,5.36%,0.00%,0.00%,19.79%,0.93%,TRUE
UKPARL.2025.WBW,1,YOUGOV MRPs (List),22.00%,43.00%,4.00%,8.00%,0.00%,0.00%,22.00%,0.00%,Lab
UKPARL.2025.WBW,2,IPSOS MRP (List),28.00%,46.00%,4.00%,5.00%,NA,NA,15.00%,2.00%,Lab
UKPARL.2025.WBW,3,Survation MRP (List),26.24%,44.99%,2.26%,5.11%,NI,NI,17.27%,4.14%,Lab
UKPARL.2025.WBW,4,FocalData MRP (List),21.08%,52.18%,4.33%,4.53%,,,16.92%,,Lab
UKPARL.2025.WBW,5,AVERAGE,24.33%,46.54%,3.65%,5.66%,0.00%,0.00%,17.80%,2.05%,TRUE
UKPARL.2025.WDB,1,YOUGOV MRPs (List),5.00%,47.00%,3.00%,3.00%,33.00%,0.00%,8.00%,0.00%,Lab
UKPARL.2025.WDB,2,IPSOS MRP (List),5.00%,51.00%,1.00%,4.00%,33.00%,NA,3.00%,1.00%,Lab
UKPARL.2025.WDB,3,Survation MRP (List),6.75%,36.88%,2.92%,3.06%,45.33%,NI,2.90%,2.15%,SNP
UKPARL.2025.WDB,4,FocalData MRP (List),5.53%,45.36%,3.73%,3.89%,32.50%,,8.47%,,Lab
UKPARL.2025.WDB,5,AVERAGE,5.57%,45.06%,2.66%,3.49%,35.96%,0.00%,5.59%,1.05%,FALSE
UKPARL.2025.WDS,1,YOUGOV MRPs (List),33.00%,9.00%,53.00%,4.00%,0.00%,0.00%,0.00%,1.00%,LD
UKPARL.2025.WDS,2,IPSOS MRP (List),35.00%,12.00%,49.00%,4.00%,NA,NA,NA,0.00%,LD
UKPARL.2025.WDS,3,Survation MRP (List),34.11%,22.74%,37.14%,5.38%,NI,NI,NI,0.63%,LD
UKPARL.2025.WDS,4,FocalData MRP (List),36.38%,13.09%,44.86%,5.44%,,,0.00%,,LD
UKPARL.2025.WDS,5,AVERAGE,34.62%,14.21%,46.00%,4.70%,0.00%,0.00%,0.00%,0.54%,TRUE
UKPARL.2025.WEL,1,YOUGOV MRPs (List),26.00%,8.00%,47.00%,2.00%,0.00%,0.00%,13.00%,2.00%,LD
UKPARL.2025.WEL,2,IPSOS MRP (List),37.00%,17.00%,29.00%,6.00%,NA,NA,10.00%,0.00%,LD
UKPARL.2025.WEL,3,Survation MRP (List),26.44%,23.53%,33.84%,4.98%,NI,NI,9.88%,1.32%,LD
UKPARL.2025.WEL,4,FocalData MRP (List),32.38%,11.25%,35.27%,3.70%,,,17.18%,,LD
UKPARL.2025.WEL,5,AVERAGE,30.46%,14.95%,36.28%,4.17%,0.00%,0.00%,12.52%,1.11%,TRUE
UKPARL.2025.WGN,1,YOUGOV MRPs (List),8.00%,50.00%,8.00%,9.00%,0.00%,0.00%,21.00%,4.00%,Lab
UKPARL.2025.WGN,2,IPSOS MRP (List),15.00%,54.00%,5.00%,5.00%,NA,NA,18.00%,1.00%,Lab
UKPARL.2025.WGN,3,Survation MRP (List),13.37%,56.63%,6.05%,3.32%,NI,NI,18.37%,2.26%,Lab
UKPARL.2025.WGN,4,FocalData MRP (List),15.53%,52.76%,5.18%,4.24%,,,22.07%,,Lab
UKPARL.2025.WGN,5,AVERAGE,12.97%,53.35%,6.06%,5.39%,0.00%,0.00%,19.86%,2.42%,TRUE
UKPARL.2025.WGS,1,YOUGOV MRPs (List),9.00%,54.00%,5.00%,6.00%,0.00%,0.00%,25.00%,2.00%,Lab
UKPARL.2025.WGS,2,IPSOS MRP (List),16.00%,58.00%,2.00%,5.00%,NA,NA,17.00%,0.00%,Lab
UKPARL.2025.WGS,3,Survation MRP (List),14.48%,44.54%,7.51%,4.09%,NI,NI,26.74%,2.64%,Lab
UKPARL.2025.WGS,4,FocalData MRP (List),14.65%,48.61%,4.67%,4.62%,,,27.10%,,Lab
UKPARL.2025.WGS,5,AVERAGE,13.53%,51.29%,4.79%,4.93%,0.00%,0.00%,23.96%,1.55%,TRUE
UKPARL.2025.WHB,1,YOUGOV MRPs (List),7.00%,61.00%,9.00%,11.00%,0.00%,0.00%,10.00%,1.00%,Lab
UKPARL.2025.WHB,2,IPSOS MRP (List),10.00%,68.00%,4.00%,9.00%,NA,NA,5.00%,3.00%,Lab
UKPARL.2025.WHB,3,Survation MRP (List),12.45%,58.77%,7.45%,6.54%,NI,NI,6.26%,8.54%,Lab
UKPARL.2025.WHB,4,FocalData MRP (List),6.92%,70.78%,7.06%,4.69%,,,8.80%,,Lab
UKPARL.2025.WHB,5,AVERAGE,9.09%,64.64%,6.88%,7.81%,0.00%,0.00%,7.51%,4.18%,TRUE
